1008716,57,1.650546,29.299446,43
1092263,55,1.844149,25.562991,43
9187949,59,16.046418,29.813407,41
887333,56,1.448838,30.597423,42
526731,56,0.819769,29.274386,44
156707,52,0.228973,29.795242,40
2940235,52,5.467507,24.690952,30
538097,50,0.889736,27.115030,36
24752,46,0.038044,25.152667,36
5036413,59,8.431558,30.553457,45
729647,57,1.191329,31.379149,45
11459,45,0.016676,28.116675,35
80845,46,0.122729,23.221488,38
1309372,59,1.985366,33.640993,43
7767470,62,13.014778,33.542406,46
310381,42,0.515667,22.162580,26
13564375,66,23.582254,34.035984,46
284346,55,0.422590,30.668205,43
49942,46,0.077007,24.339306,38
548667,52,0.904230,26.105480,36
1206756,54,2.067972,29.567055,36
1996328,59,3.244696,30.741612,45
82805,49,0.128945,26.723677,37
1640567,54,2.950206,27.214693,40
1108401,52,1.940663,26.837777,36
5268707,58,8.787885,29.596255,44
1343999,53,2.258928,28.446785,37
271923,52,0.417983,30.022161,36
455454,54,0.718904,30.032340,40
67363,47,0.103713,27.604188,35
47988,50,0.067841,31.167088,40
4794120,59,8.014120,30.640356,45
2117852,60,3.374324,34.089841,42
182966,52,0.275471,29.470206,42
1037787,55,1.665640,29.687659,39
289175,52,0.432257,29.997768,38
2658675,58,4.337260,32.368176,42
172867,53,0.243890,30.873189,43
305924,49,0.502954,26.756767,35
1610986,54,2.856209,29.004803,38
1491664,54,2.635698,27.856531,42
13365,42,0.019005,25.333519,32
1317019,64,1.914664,36.175455,56
166115,50,0.241281,28.887483,38
81478,51,0.114973,30.895656,39
125725,49,0.176320,27.248962,41
32711,47,0.045345,28.211681,35
15705,49,0.020663,28.687829,39
12115883,59,21.334278,31.361820,37
398080,53,0.663475,27.679156,41
604705,56,0.931614,31.393673,44
1729025,56,2.874196,30.155368,42
12119505,64,21.482982,32.964799,50
1157523,56,1.903755,30.481629,42
23487,41,0.037641,22.606199,31
9930761,55,18.042428,27.904238,33
216962,50,0.334195,27.400629,36
133032,51,0.205127,26.922856,41
4754047,57,8.198372,30.482821,39
-,-,-,-,-
57126,45,0.082853,24.191563,35
681646,57,1.092744,30.446158,45
718361,56,1.228913,30.201772,44
1246819,51,2.277783,25.415214,35
154359,47,0.235213,24.633122,35
-,-,-,-,-
1575028,50,2.973330,25.809011,32
807460,51,1.443339,27.937001,35
289464,53,0.440129,30.274768,39
2785541,52,4.963534,26.894679,32
37611,44,0.058518,23.839078,34
3842300,56,6.689455,29.751017,40
68792,49,0.097426,26.755062,39
242302,56,0.351539,31.554884,46
685897,48,1.220427,24.261016,34
2010446,57,3.420868,30.158937,43
653815,54,1.074857,29.653775,38
164940,53,0.236397,29.701219,41
23010,42,0.034446,22.743868,30
2195739,57,3.818732,27.747242,43
102712,53,0.146165,31.654942,41
14781502,62,25.999458,31.137335,44
99928,49,0.153610,27.451894,37
2404525,55,4.058588,28.528995,43
57309,44,0.090196,22.787388,32
24768,45,0.034794,25.218728,37
867794,52,1.400675,28.664328,36
-,-,-,-,-
745312,54,1.291613,28.205200,40
93159,50,0.132566,28.938132,40
3999739,57,6.603807,29.718498,41
5369187,57,9.030130,29.616615,39
88425,46,0.138819,23.357158,34
73629,53,0.102134,29.179973,45
161874,50,0.243701,27.501468,36
135902,49,0.203034,26.735106,37
34716,44,0.051857,23.488393,34
2570910,54,4.556437,27.286979,34
1514416,57,2.602551,30.120961,39
1404153,54,2.471428,26.770716,40